; Output from TEXES Zonal Mean Study
; Brunt Vaisala Frequency [10!u-3!n s!u-1!n]
; 
; Latitudes [centric]: nlat=          61
; Pressure [atm]: npro=         120
; Data: nlat x npro:           61 x          120
; 
; Latitude:
      -26.493814      -25.573445      -24.656751      -23.743531      -22.833857
      -21.927519      -21.025936      -20.125829      -19.228796      -18.334626
      -17.444886      -16.554292      -15.667881      -14.783838      -13.902120
      -13.022338      -12.146644      -11.270870      -10.396733      -9.5241894
      -8.6530824      -7.7832890      -6.9172461      -6.0470711      -5.1832308
      -4.3205584      -3.4523417      -2.5946443      -1.7272873     -0.86969983
       0.0000000      0.85817913       1.7247304       2.5863828       3.4509497
       4.3138356       5.1818104       6.0483367       6.9157878       7.7823244
       8.6520559       9.5213134       10.393852       11.267984       12.143838
       13.021460       13.901151       14.782954       15.666996       16.553317
       17.442215       18.333644       19.227811       20.124931       21.023503
       21.925168       22.831587       23.742621       24.655744       25.573811
       26.494275
; 
; Pressure:
      9.87170      8.62120      7.52910      6.57540      5.74240      5.01500
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
     0.549096      1.18669      1.54592      1.77646      1.91251      1.99163
      2.00791      1.94853      1.81616      1.59406      1.24411     0.603568
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN      1.11777      1.54434      1.80799      1.95332      2.03787
      2.04931      1.98953      1.84106      1.58528      1.15658         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
      1.02930      1.58523      1.93342      2.14832      2.26376      2.32315
      2.32414      2.26041      2.12860      1.90050      1.53320     0.922998
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN     0.218371     0.816808     0.836475     0.610361         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN
         -NaN         -NaN     0.761830      1.70698      2.46256      3.18884
      3.95693      4.58284      5.07541      5.48407      5.85236      5.93604
      5.87541      5.77967      5.65390      5.46854      5.51464      5.79444
      6.22680      6.50063      6.45352      6.10204      5.53037      4.61097
      3.63393      3.04288      2.84184      2.65906      2.56730      2.64163
      2.78208      2.86133      3.07839      3.47542      3.87722      4.35874
      5.08011      5.99341      6.86993      7.67482      8.13631      8.16373
      7.76473      6.98581      5.92853      4.89394      4.10608      3.55729
      3.31448      3.17984      3.06322      2.87167      2.52248      2.14388
      1.70152      1.53444      1.83730      2.43681      2.41446      3.68171
     0.731186
      6.41986      6.38391      6.75299      6.97662      7.26037      7.77204
      8.39622      9.11800      9.97662      10.8459      11.5599      11.9101
      11.9377      11.7365      11.4108      10.9524      10.7548      10.8866
      11.2667      11.5524      11.5471      11.2342      10.6557      9.78571
      8.96611      8.52576      8.41574      8.45119      8.56715      8.64349
      8.62765      8.48516      8.29013      8.08050      7.95276      8.04827
      8.53088      9.44752      10.6608      11.9229      12.9410      13.6111
      13.8207      13.5380      12.8755      12.0779      11.2706      10.5786
      10.0289      9.59746      9.24684      8.91708      8.47505      7.88305
      7.42864      7.33898      7.53937      8.04420      8.69458      9.67550
      9.64725
      9.29616      9.22247      9.71827      9.72213      9.68716      9.94585
      10.2743      10.9218      12.0358      13.2409      14.1611      14.7618
      14.9254      14.6924      14.2761      13.6664      13.1867      12.9980
      13.0431      13.1670      13.1706      12.9738      12.5472      11.9504
      11.3660      11.0372      10.9609      11.1485      11.4237      11.4604
      11.2541      10.9205      10.3748      9.61095      8.99366      8.68599
      8.72497      9.20142      10.2358      11.4252      12.6397      13.8410
      14.7803      15.3265      15.4782      15.2816      14.6999      13.9922
      13.1944      12.4877      11.9536      11.5933      11.1799      10.5290
      10.1197      10.1186      10.2602      10.6115      11.5130      11.9741
      13.0181
      9.22992      9.20999      9.43504      9.22400      8.94696      8.65315
      8.26427      7.85402      8.03821      8.29480      8.48335      8.88478
      9.42227      9.63699      9.86963      10.0444      9.88574      9.32062
      8.56466      8.03651      7.95944      8.18967      8.69034      9.36677
      9.83446      9.91364      9.89534      10.0442      10.2436      10.2237
      10.0485      9.87972      9.44302      8.68558      7.93452      7.11698
      5.91854      4.04873     0.125651         -NaN         -NaN         -NaN
      4.28157      7.54137      10.0223      11.7641      12.6982      13.0459
      12.7810      12.1083      11.3199      10.6681      10.1377      9.73340
      9.65428      9.87482      9.94078      9.75192      10.0791      8.77248
      10.7957
      5.12710      5.37789      4.18939      3.30251      1.59355         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN      2.05803      2.70974      2.73798      1.97914         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN      1.98809      5.78088
      7.10908      7.23595      6.59590      5.51475      4.70951      4.99058
      5.43134      5.72848      5.58734      4.25184      1.92346         -NaN
         -NaN
      4.36577      4.34582      2.05069         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN         -NaN         -NaN         -NaN         -NaN         -NaN
         -NaN      1.06903      1.84673      1.80467      2.94896      4.68792
      5.61349      5.71614      5.40230      4.11627         -NaN         -NaN
         -NaN
      11.2290      10.8220      10.5035      10.2498      10.0855      9.97222
      9.90706      9.78010      9.57038      9.38770      9.25378      9.16898
      9.18809      9.29138      9.39643      9.60099      9.97098      10.4702
      10.9074      11.1592      11.1583      10.8992      10.4319      9.83419
      9.30633      8.88532      8.62902      8.38061      8.28583      8.46253
      8.76999      8.99936      9.23940      9.45384      9.49449      9.43652
      9.24536      8.95796      8.86463      9.05089      9.47139      10.2019
      11.1902      11.9162      12.1474      11.9644      11.4852      10.6806
      9.84989      9.31904      9.14484      9.35169      9.90769      10.6063
      11.0939      11.2274      11.1086      10.7623      10.3210      9.60570
      10.2626
      15.5985      15.1456      14.9784      14.7969      14.6836      14.5956
      14.4453      14.2185      14.0017      13.8234      13.7089      13.7699
      13.9767      14.2138      14.4715      14.7710      14.9552      15.0211
      14.9747      14.9030      14.7628      14.6156      14.4423      14.1946
      13.8912      13.5271      13.2166      12.9864      12.9019      12.9053
      13.0089      13.1497      13.2701      13.3599      13.3950      13.3651
      13.1678      12.9630      12.9158      12.8548      12.6361      12.4434
      12.4782      12.7286      13.1687      13.7365      14.2261      14.4358
      14.3107      13.9894      13.6672      13.5547      13.5903      13.7485
      13.9064      14.0401      14.0608      14.0237      14.0351      13.7079
      14.3037
      17.2945      16.9311      16.7427      16.5509      16.3828      16.2045
      15.9490      15.7005      15.4526      15.2490      15.1307      15.1824
      15.3514      15.6138      15.9227      16.2420      16.4212      16.4191
      16.3207      16.1520      15.9714      15.8877      15.8179      15.6886
      15.5293      15.2896      15.0067      14.8104      14.6914      14.6169
      14.6278      14.7484      14.8817      14.9984      15.1212      15.2084
      15.1921      15.2758      15.5024      15.6804      15.6603      15.3434
      14.6667      13.9594      13.5997      13.7163      14.1459      14.7399
      15.1643      15.2908      15.2004      15.0975      14.9628      14.9183
      14.9495      15.0771      15.2402      15.5225      15.8243      16.1470
      16.3742
      18.0248      17.8220      17.6514      17.4615      17.2592      17.0462
      16.7954      16.6686      16.5376      16.4827      16.4928      16.5613
      16.5916      16.7292      16.8709      16.9879      17.1177      17.3225
      17.5631      17.6683      17.5995      17.5035      17.2585      16.8845
      16.5901      16.4582      16.2969      16.1907      16.0969      15.9912
      15.9200      15.9764      16.1376      16.3203      16.5415      16.7705
      17.0517      17.5054      18.0996      18.7227      19.2532      19.4176
      18.8870      17.8694      16.7298      15.7454      15.0787      14.9778
      15.2349      15.5562      15.7780      15.8986      15.9255      15.9686
      16.1029      16.2919      16.6027      17.1272      17.5250      18.4858
      17.9360
      18.6907      18.6063      18.4840      18.3138      18.1081      17.9001
      17.6960      17.7048      17.7152      17.8355      17.9966      18.1088
      18.0125      17.9837      17.8763      17.7406      17.8234      18.3135
      18.9511      19.4822      19.6240      19.5261      19.0925      18.4386
      17.8815      17.7419      17.6621      17.5990      17.5287      17.4132
      17.2893      17.2855      17.4585      17.7073      17.9880      18.3101
      18.8219      19.5062      20.2648      21.0805      21.8615      22.3125
      22.1214      21.3690      20.2039      18.7954      17.3980      16.4545
      16.1038      16.2236      16.5343      16.8164      17.0636      17.2657
      17.5857      17.9171      18.3780      18.9944      19.2765      20.5173
      18.9811
      19.4218      19.3337      19.2394      19.0806      18.9045      18.7573
      18.6328      18.7663      18.9032      19.1337      19.3789      19.5011
      19.3041      19.1233      18.8050      18.4692      18.5104      19.1515
      19.9705      20.7673      21.1143      21.0621      20.5952      19.8742
      19.1857      18.9651      18.8802      18.8022      18.7328      18.6227
      18.4696      18.4336      18.5970      18.8846      19.1580      19.5162
      20.1318      20.8391      21.5143      22.2344      22.9145      23.3229
      23.3237      22.9461      22.1569      20.9597      19.5284      18.2671
      17.4453      17.1865      17.3329      17.6443      18.0306      18.3687
      18.8443      19.3223      19.8880      20.4711      20.5551      21.7317
      19.4337
      20.1000      19.9930      19.8959      19.7570      19.6415      19.6012
      19.5841      19.8115      20.0332      20.2917      20.5241      20.6093
      20.3587      20.0900      19.6608      19.2228      19.2047      19.7806
      20.5041      21.3044      21.7519      21.7599      21.3999      20.8217
      20.2062      19.9464      19.8366      19.7449      19.6887      19.5992
      19.4416      19.3956      19.5233      19.7908      20.0085      20.3410
      20.9124      21.4747      21.9262      22.4032      22.8102      23.0189
      23.0605      22.9555      22.5743      21.8132      20.7176      19.5761
      18.6183      18.0933      18.0306      18.3104      18.7554      19.1696
      19.7077      20.2334      20.7888      21.2458      21.1874      22.0802
      19.6585
      20.6114      20.5126      20.4124      20.3189      20.2843      20.3667
      20.4585      20.7290      20.9747      21.1977      21.3532      21.3794
      21.1329      20.8421      20.4068      19.9586      19.8613      20.2122
      20.6703      21.2619      21.6757      21.7235      21.5190      21.1795
      20.7766      20.5667      20.4755      20.4141      20.3967      20.3537
      20.2219      20.1695      20.2401      20.4273      20.5497      20.7937
      21.2099      21.5490      21.7516      21.9550      22.0646      22.0475
      22.0425      22.0684      21.9876      21.6462      20.9931      20.1861
      19.3727      18.8027      18.6359      18.8844      19.3182      19.7208
      20.1987      20.6446      21.0622      21.3459      21.2388      21.7772
      19.8596
      20.9284      20.8367      20.7583      20.7241      20.7705      20.9571
      21.1349      21.4032      21.6297      21.7865      21.8471      21.8142
      21.6062      21.3357      20.9625      20.5642      20.3914      20.4682
      20.6133      20.9031      21.1819      21.2316      21.1705      21.0753
      20.9334      20.8524      20.8388      20.8511      20.8897      20.9015
      20.8146      20.7559      20.7569      20.8272      20.8313      20.9434
      21.1547      21.2610      21.2485      21.2080      21.0582      20.8430
      20.7598      20.8147      20.9214      20.9185      20.6960      20.2921
      19.7841      19.3569      19.2051      19.4300      19.7992      20.1100
      20.4331      20.7133      20.9212      21.0168      20.9334      21.1212
      20.0989
      21.0090      20.9572      20.9187      20.9444      21.0591      21.3121
      21.5423      21.7852      21.9797      22.0734      22.0581      21.9776
      21.8221      21.5950      21.3060      20.9797      20.7492      20.5789
      20.4400      20.4265      20.5238      20.5408      20.5821      20.6891
      20.7861      20.8624      20.9630      21.0708      21.1724      21.2390
      21.2086      21.1484      21.0864      21.0350      20.9238      20.8945
      20.8982      20.8003      20.6167      20.3874      20.0311      19.6615
      19.4932      19.5274      19.7326      19.9899      20.1492      20.1402
      19.9921      19.8122      19.7519      19.9475      20.2183      20.3969
      20.5271      20.6126      20.5998      20.5209      20.4906      20.3554
      20.3211
      21.3208      21.3560      21.3579      21.4454      21.6131      21.8987
      22.1550      22.3597      22.5160      22.5534      22.4793      22.3690
      22.2665      22.0889      21.8882      21.6386      21.3655      21.0001
      20.6307      20.3480      20.2605      20.2260      20.3330      20.6005
      20.8983      21.1203      21.3463      21.5508      21.7063      21.8185
      21.8481      21.7854      21.6726      21.5122      21.3026      21.1403
      20.9585      20.6913      20.3812      20.0086      19.5019      19.0246
      18.7917      18.7897      19.0540      19.5139      20.0065      20.3577
      20.5776      20.6768      20.7447      20.9083      21.0639      21.0910
      21.0303      20.9307      20.7236      20.5058      20.5406      20.1414
      21.0099
      22.1716      22.2810      22.3216      22.4544      22.6477      22.9271
      23.1802      23.3378      23.4498      23.4425      23.3314      23.2057
      23.1506      23.0201      22.9002      22.7233      22.4364      21.9325
      21.4065      20.9191      20.6707      20.5783      20.7301      21.1104
      21.5563      21.8950      22.2241      22.5050      22.6977      22.8391
      22.9163      22.8582      22.7086      22.4650      22.1908      21.9275
      21.6018      21.2156      20.8245      20.3589      19.7670      19.2474
      18.9846      18.9566      19.2535      19.8542      20.5984      21.2458
      21.7830      22.1375      22.3385      22.4756      22.5190      22.4113
      22.1899      21.9397      21.5963      21.2992      21.3940      20.8609
      22.3485
      23.2219      23.3775      23.4448      23.5955      23.7914      24.0448
      24.2728      24.3825      24.4576      24.4192      24.2886      24.1583
      24.1405      24.0510      23.9951      23.8841      23.6016      23.0299
      22.4204      21.8112      21.4484      21.3166      21.4873      21.9304
      22.4569      22.8633      23.2528      23.5757      23.7820      23.9336
      24.0430      23.9921      23.8271      23.5402      23.2403      22.9177
      22.5060      22.0561      21.6286      21.1224      20.5130      20.0078
      19.7515      19.7217      20.0325      20.7030      21.6013      22.4401
      23.1888      23.7278      24.0333      24.1412      24.1032      23.9054
      23.5779      23.2375      22.8317      22.5137      22.6491      22.1050
      23.8690
      23.8522      24.0331      24.1187      24.2728      24.4553      24.6674
      24.8588      24.9265      24.9713      24.9166      24.7888      24.6690
      24.6805      24.6297      24.6245      24.5633      24.2991      23.7162
      23.0807      22.4166      21.9922      21.8399      22.0153      22.4770
      23.0296      23.4526      23.8537      24.1787      24.3757      24.5214
      24.6473      24.6062      24.4453      24.1518      23.8584      23.5190
      23.0754      22.6075      22.1801      21.6745      21.0898      20.6340
      20.4083      20.3884      20.6977      21.3822      22.3386      23.2642
      24.1178      24.7555      25.1207      25.2107      25.1233      24.8815
      24.5097      24.1350      23.7261      23.4266      23.5897      23.0863
      24.9130
      23.9154      24.1003      24.2018      24.3500      24.5125      24.6827
      24.8379      24.8759      24.8987      24.8428      24.7261      24.6223
      24.6516      24.6321      24.6601      24.6369      24.3961      23.8331
      23.2119      22.5406      22.0927      21.9305      22.1034      22.5474
      23.0859      23.4880      23.8738      24.1773      24.3556      24.4832
      24.6121      24.5787      24.4258      24.1486      23.8817      23.5566
      23.1172      22.6670      22.2598      21.7836      21.2510      20.8604
      20.6775      20.6745      20.9726      21.6341      22.5827      23.5234
      24.4055      25.0781      25.4666      25.5468      25.4318      25.1789
      24.8014      24.4338      24.0548      23.7962      23.9739      23.5450
      25.2835
      23.7816      23.9626      24.0770      24.2095      24.3487      24.4757
      24.5918      24.6039      24.6146      24.5593      24.4589      24.3709
      24.4118      24.4125      24.4658      24.4692      24.2578      23.7372
      23.1567      22.5073      22.0633      21.9031      22.0623      22.4725
      22.9741      23.3339      23.6822      23.9509      24.0999      24.1989
      24.3190      24.2945      24.1531      23.9070      23.6833      23.3918
